ko	name	description	module_id	module	pathway_id	pathway	class
K10047	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K18649	VTC4	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K10047	GalDH	L-galactose dehydrogenase [EC:1.1.1.316]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K18649	GalDH	L-galactose dehydrogenase [EC:1.1.1.316]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K10047	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K18649	GLDH	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K10047	UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K18649	UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K10047	UGDH, ugd	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K18649	UGDH, ugd	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K10047	UGT	glucuronosyltransferase [EC:2.4.1.17]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K18649	UGT	glucuronosyltransferase [EC:2.4.1.17]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K01195	uidA, GUSB	beta-glucuronidase [EC:3.2.1.31]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K14756	uidA, GUSB	beta-glucuronidase [EC:3.2.1.31]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K01195	AKR1A1, adh	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K14756	AKR1A1, adh	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K01195	E3.1.1.17, gnl, RGN	gluconolactonase [EC:3.1.1.17]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K14756	E3.1.1.17, gnl, RGN	gluconolactonase [EC:3.1.1.17]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K01195	GULO	L-gulonolactone oxidase [EC:1.1.3.8]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K14756	GULO	L-gulonolactone oxidase [EC:1.1.3.8]	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02821	ulaC, sgaA	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02822	ulaC, sgaA	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K03475	ulaC, sgaA	ascorbate PTS system EIIA or EIIAB component [EC:2.7.1.194]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02821	ulaG	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02822	ulaG	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K03475	ulaG	L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02821	ulaD, sgaH, sgbH	3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02822	ulaD, sgaH, sgbH	3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K03475	ulaD, sgaH, sgbH	3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02821	ulaE, sgaU, sgbU	L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02822	ulaE, sgaU, sgbU	L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K03475	ulaE, sgaU, sgbU	L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02821	araD, ulaF, sgaE, sgbE	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02822	araD, ulaF, sgaE, sgbE	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K03475	araD, ulaF, sgaE, sgbE	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P [PATH:map00053]	ko00053	Ascorbate and aldarate metabolism	Metabolism; Carbohydrate metabolism
K02821	ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	FASN	fatty acid synthase, animal type [EC:2.3.1.85]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	FASN	fatty acid synthase, animal type [EC:2.3.1.85]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	FASN	fatty acid synthase, animal type [EC:2.3.1.85]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	FAS2	fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	FAS2	fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	FAS2	fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	fas	fatty acid synthase, bacteria type [EC:2.3.1.-]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	fas	fatty acid synthase, bacteria type [EC:2.3.1.-]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	fas	fatty acid synthase, bacteria type [EC:2.3.1.-]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02821	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02822	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K03475	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	fabH	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	M00082	Fatty acid biosynthesis, initiation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	FASN	fatty acid synthase, animal type [EC:2.3.1.85]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	FASN	fatty acid synthase, animal type [EC:2.3.1.85]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	FAS2	fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	FAS2	fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	fas	fatty acid synthase, bacteria type [EC:2.3.1.-]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	fas	fatty acid synthase, bacteria type [EC:2.3.1.-]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00648	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K18473	fabG, OAR1	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02372	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K01716	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K16363	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00208	fabI	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02371	fabI	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K10780	fabI	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00209	fabI	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	M00083	Fatty acid biosynthesis, elongation [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00208	ACSL, fadD	long-chain acyl-CoA synthetase [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02371	ACSL, fadD	long-chain acyl-CoA synthetase [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K10780	ACSL, fadD	long-chain acyl-CoA synthetase [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00209	ACSL, fadD	long-chain acyl-CoA synthetase [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00208	ACSBG	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K02371	ACSBG	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K10780	ACSBG	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
K00209	ACSBG	long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]	M00086	beta-Oxidation, acyl-CoA synthesis [PATH:map00061]	ko00061	Fatty acid biosynthesis	Metabolism; Lipid metabolism
