ko	ko name	ko des	module	module name	map	map name	map class
K05285	PIGN	PIGN [EC:2.7.-.-] [RN:R12351]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K05286	PIGB	PIGB [EC:2.4.1.-] [RN:R05922]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K05288	PIGO	PIGO [EC:2.7.-.-] [RN:R08107]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K05287	PIGF	PIGF [RN:R08107]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00866	CKI1	choline kinase [EC:2.7.1.32] [RN:R01021]	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K14156	CHK	choline kinase [EC:2.7.1.32] [RN:R01021]	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00968	PCYT1	choline-phosphate cytidylyltransferase [EC:2.7.7.15] [RN:R01890]	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00994	CHPT1, CPT1	diacylglycerol cholinephosphotransferase [EC:2.7.8.2] [RN:R01321]	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K13644	CEPT1	diacylglycerol cholinephosphotransferase [EC:2.7.8.2] [RN:R01321]	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00551	PEMT	phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K16369	CHO2	phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00570	pmtA	phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17] [RN:R02056]	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00570	pmtA	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71] [RN:R03424 R01320]	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00550	PLMT	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71] [RN:R03424 R01320]	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00551	PEMT	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71] [RN:R03424 R01320]	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00894	ETNK, EKI	ethanolamine kinase [EC:2.7.1.82] [RN:R01468]	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K14156	CHK	ethanolamine kinase [EC:2.7.1.82] [RN:R01468]	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00967	PCYT2	ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14] [RN:R02038]	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00993	EPT1	ethanolaminephosphotransferase [EC:2.7.8.1] [RN:R02057]	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K13644	CEPT1	ethanolaminephosphotransferase [EC:2.7.8.1] [RN:R02057]	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00981	E2.7.7.41, CDS1, CDS2, cdsA	phosphatidate cytidylyltransferase [EC:2.7.7.41] [RN:R01799]	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K00998	pssA	phosphatidylserine synthase [EC:2.7.8.8] [RN:R01800]	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K17103	CHO1, pssA	phosphatidylserine synthase [EC:2.7.8.8] [RN:R01800]	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K01613	psd, PISD	phosphatidylserine decarboxylase [EC:4.1.1.65] [RN:R02055]	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]	path:map00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism
K04628	CGT, UGT8	ceramide galactosyltransferase [EC:2.4.1.47] [RN:R01500 R10804]	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid [PATH:map00565]	path:map00565	Ether lipid metabolism	Metabolism; Lipid metabolism
K01019	GAL3ST1	galactosylceramide sulfotransferase [EC:2.8.2.11] [RN:R04017 R10805]	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid [PATH:map00565]	path:map00565	Ether lipid metabolism	Metabolism; Lipid metabolism
K00454	LOX2S	lipoxygenase [EC:1.13.11.12] [RN:R07896]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K01723	AOS	hydroperoxide dehydratase [EC:4.2.1.92] [RN:R07863]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K10525	AOC	allene oxide cyclase [EC:5.3.99.6] [RN:R03402]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K05894	OPR	12-oxophytodienoic acid reductase [EC:1.3.1.42] [RN:R03401]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K10526	OPCL1	OPC-8:0 CoA ligase 1 [EC:6.2.1.-] [RN:R07887]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K00232	E1.3.3.6, ACOX1, ACOX3	acyl-CoA oxidase [EC:1.3.3.6] [RN:R07888 R07892 R07896]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K10527	MFP2	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] [RN:R07889 R07890 R07893 R07894 R07897 R07898]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K07513	ACAA1	acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R07891 R07895 R07899]	M00113	Jasmonic acid biosynthesis [PATH:map00592]	path:map00592	alpha-Linolenic acid metabolism	Metabolism; Lipid metabolism
K00720	UGCG	ceramide glucosyltransferase [EC:2.4.1.80] [RN:R01497]	M00066	Lactosylceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K07553	B4GALT6	beta-1,4-galactosyltransferase 6 [EC:2.4.1.274] [RN:R03354]	M00066	Lactosylceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04628	CGT, UGT8	ceramide galactosyltransferase [EC:2.4.1.47] [RN:R01500 R10804]	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K01019	GAL3ST1	galactosylceramide sulfotransferase [EC:2.8.2.11] [RN:R04017 R10805]	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K00654	SPT	serine palmitoyltransferase [EC:2.3.1.50] [RN:R01281]	M00094	Ceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04708	KDSR	3-dehydrosphinganine reductase [EC:1.1.1.102] [RN:R02978]	M00094	Ceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04709	LAG1	acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] [RN:R06517]	M00094	Ceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04710	CERS1_2_3_4, LASS1_2_3_4	acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] [RN:R06517]	M00094	Ceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K23727	CERS5_6, LASS5_6	sphingoid base N-palmitoyltransferase [EC:2.3.1.291]	M00094	Ceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04712	DEGS	sphingolipid 4-desaturase [EC:1.14.19.17] [RN:R06519]	M00094	Ceramide biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K00654	SPT	serine palmitoyltransferase [EC:2.3.1.50] [RN:R01281]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04708	KDSR	3-dehydrosphinganine reductase [EC:1.1.1.102] [RN:R02978]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04709	LAG1	Acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] [RN:R06517]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04710	CERS1_2_3_4, LASS1_2_3_4	Acyl-CoA-dependent ceramide synthase [EC:2.3.1.24] [RN:R06517]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K23727	CERS5_6, LASS5_6	sphingoid base N-palmitoyltransferase [EC:2.3.1.291]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04712	DEGS	sphingolipid 4-desaturase [EC:1.14.19.17] [RN:R06519]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K01441	ACER1_2, ASAH3	ceramidase [EC:3.5.1.23] [RN:R01494]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K12348	ASAH1	ceramidase [EC:3.5.1.23] [RN:R01494]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K12349	ASAH2	ceramidase [EC:3.5.1.23] [RN:R01494]	M00099	Sphingosine biosynthesis [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K04718	SPHK	sphingosine kinase [EC:2.7.1.91] [RN:R01926]	M00100	Sphingosine degradation [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K01634	SGPL1, DPL1	sphinganine-1-phosphate aldolase [EC:4.1.2.27] [RN:R06516]	M00100	Sphingosine degradation [PATH:map00600]	path:map00600	Sphingolipid metabolism	Metabolism; Lipid metabolism
K03766	B3GNT5	B3GNT5 [EC:2.4.1.206] [RN:R05971]	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K07819	B3GALT1	B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K07820	B3GALT2	B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K03877	B3GALT5	B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K03766	B3GNT5	B3GNT5 [EC:2.4.1.206] [RN:R05971]	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K07966	B4GALT1	B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K07967	B4GALT2	B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K07968	B4GALT3	B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K07969	B4GALT4	B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer [PATH:map00601]	path:map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism; Glycan biosynthesis and metabolism
K01988	A4GALT	A4GALT [EC:2.4.1.228] [RN:R05960]	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer [PATH:map00603]	path:map00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Metabolism; Glycan biosynthesis and metabolism
K00719	B3GALNT1, B3GALT3	B3GALNT1 [EC:2.4.1.79] [RN:R05962]	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer [PATH:map00603]	path:map00603	Glycosphingolipid biosynthesis - globo and isoglobo series	Metabolism; Glycan biosynthesis and metabolism
K03370	SIAT9	SIAT9 [EC:2.4.99.9] [RN:R05937]	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3 [PATH:map00604]	path:map00604	Glycosphingolipid biosynthesis - ganglio series	Metabolism; Glycan biosynthesis and metabolism
K03371	SIAT8A	SIAT8A [EC:2.4.99.8 2.4.99.-] [RN:R05940 R05947]	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3 [PATH:map00604]	path:map00604	Glycosphingolipid biosynthesis - ganglio series	Metabolism; Glycan biosynthesis and metabolism
K03369	SIAT8E	SIAT8E [EC:2.4.99.-] [RN:R05947]	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3 [PATH:map00604]	path:map00604	Glycosphingolipid biosynthesis - ganglio series	Metabolism; Glycan biosynthesis and metabolism
K01595	ppc	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00025	MDH1	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00026	MDH2	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00024	mdh	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00029	E1.1.1.40, maeB	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] [RN:R00216]	M00169	CAM (Crassulacean acid metabolism), light [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K01006	ppdK	pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	M00169	CAM (Crassulacean acid metabolism), light [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K01595	ppc	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00051	E1.1.1.82	malate dehydrogenase (NADP+) [EC:1.1.1.82] [RN:R00343]	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00029	E1.1.1.40, maeB	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40] [RN:R00216]	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K01006	ppdK	pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00163	aceE	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00161	PDHA, pdhA	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00162	PDHB, pdhB	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00627	DLAT, aceF, pdhC	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00382	DLD, lpd, pdhD	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K13997	PDHX	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209 R00014 R03270 R02569 R07618]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00169	porA	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00170	porB	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00171	porD	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00172	porC, porG	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00189	vorG, porG	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K03737	por, nifJ	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K00625	E2.3.1.8, pta	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
K13788	pta	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map00620]	path:map00620	Pyruvate metabolism	Metabolism; Carbohydrate metabolism
